Campaign_Group,Campaign_Name,Ad_Name,Date,Objective,Ad_Format,Device,Job_Function,Seniority,Company_Size,Industry,Impressions,Clicks,CTR,Conversions,Conversion_Rate,Spend,CPC,Revenue,ROAS,Leads,Lead_Form_Completion_Rate,Engagement_Rate
Holiday_Group,Holiday_Campaign_2024,IT_Ad,2024-10-23,Conversions,Sponsored_Content,Mobile,IT,C-Level,501-1000,Marketing,460202,9598,2.09,823,8.57,20685.29,2.16,162745.97,7.87,823,72.1,3.66
Holiday_Group,Holiday_Campaign_2024,IT_Ad,2024-10-23,Conversions,Sponsored_Content,Desktop,IT,Manager,5001-10000,Marketing,512912,11744,2.29,657,5.59,25431.99,2.17,118812.66,4.67,657,67.79,4.2
Black_Group,Black_Friday_2024,Marketing_Ad,2024-10-23,Lead_Generation,Video,Mobile,Marketing,C-Level,501-1000,Marketing,239317,6596,2.76,590,8.94,17651.17,2.68,127773.02,7.24,590,64.88,3.16
Black_Group,Black_Friday_2024,HR_Ad,2024-10-23,Brand_Awareness,Single_Image,Desktop,HR,VP,10001+,Marketing,586795,14591,2.49,1323,9.07,29393.12,2.01,244085.61,8.3,1323,68.03,3.1
Cyber_Group,Cyber_Monday_2024,IT_Ad,2024-10-23,Lead_Generation,Video,Desktop,IT,Director,1001-5000,Technology,356808,9198,2.58,547,5.95,26358.22,2.87,91036.46,3.45,547,67.83,3.67
Cyber_Group,Cyber_Monday_2024,Finance_Ad,2024-10-23,Conversions,Video,Mobile,Finance,C-Level,10001+,Technology,347802,8641,2.48,761,8.81,20306.35,2.35,151648.54,7.47,761,71.39,3.46
Summer_Group,Summer_Sale_2024,IT_Ad,2024-10-23,Conversions,Sponsored_Content,Desktop,IT,VP,501-1000,Marketing,333143,11480,3.45,671,5.84,23945.14,2.09,125583.13,5.24,671,65.89,3.8
Summer_Group,Summer_Sale_2024,Operations_Ad,2024-10-23,Conversions,Single_Image,Desktop,Operations,Manager,5001-10000,Technology,492860,13781,2.8,1095,7.95,40071.32,2.91,222532.97,5.55,1095,72.55,3.25
Back_Group,Back_To_School_2024,IT_Ad,2024-10-23,Brand_Awareness,Sponsored_Content,Desktop,IT,C-Level,501-1000,Technology,223435,6484,2.9,361,5.57,15545.98,2.4,75987.72,4.89,361,70.95,3.53
Back_Group,Back_To_School_2024,IT_Ad,2024-10-23,Lead_Generation,Video,Desktop,IT,Director,5001-10000,Marketing,216815,6936,3.2,414,5.97,13946.45,2.01,88154.0,6.32,414,64.47,3.76
Spring_Group,Spring_Launch_2024,HR_Ad,2024-10-23,Brand_Awareness,Video,Mobile,HR,Manager,501-1000,Healthcare,189017,5421,2.87,426,7.86,13446.73,2.48,72969.5,5.43,426,73.0,4.01
Spring_Group,Spring_Launch_2024,Finance_Ad,2024-10-23,Brand_Awareness,Video,Desktop,Finance,C-Level,10001+,Marketing,242464,7967,3.29,491,6.16,16566.08,2.08,89422.63,5.4,491,68.32,3.94
Valentine_Group,Valentine_Day_2024,Finance_Ad,2024-10-23,Brand_Awareness,Video,Mobile,Finance,VP,10001+,Consulting,220103,7090,3.22,454,6.4,14293.23,2.02,96941.56,6.78,454,69.37,3.56
Valentine_Group,Valentine_Day_2024,HR_Ad,2024-10-23,Conversions,Sponsored_Content,Desktop,HR,Manager,1001-5000,Marketing,666720,13670,2.05,727,5.32,36178.77,2.65,140308.06,3.88,727,72.58,3.09
New_Group,New_Year_2024,Operations_Ad,2024-10-23,Lead_Generation,Video,Mobile,Operations,Manager,10001+,Healthcare,586337,17096,2.92,1497,8.76,36101.15,2.11,312143.68,8.65,1497,73.42,3.46
New_Group,New_Year_2024,Sales_Ad,2024-10-23,Brand_Awareness,Carousel,Desktop,Sales,Director,5001-10000,Education,475612,14942,3.14,1137,7.61,33684.67,2.25,223939.41,6.65,1137,67.05,3.07
Holiday_Group,Holiday_Campaign_2024,Marketing_Ad,2024-10-24,Brand_Awareness,Video,Desktop,Marketing,VP,10001+,Healthcare,206916,4129,2.0,352,8.53,11132.13,2.7,72891.31,6.55,352,77.11,3.0
Holiday_Group,Holiday_Campaign_2024,HR_Ad,2024-10-24,Brand_Awareness,Carousel,Mobile,HR,Director,10001+,Healthcare,317110,8888,2.8,502,5.65,20846.82,2.35,94900.74,4.55,502,73.58,3.01
Black_Group,Black_Friday_2024,Finance_Ad,2024-10-24,Brand_Awareness,Sponsored_Content,Mobile,Finance,VP,10001+,Marketing,535528,18744,3.5,1276,6.81,53036.11,2.83,268330.85,5.06,1276,65.68,4.19
Black_Group,Black_Friday_2024,HR_Ad,2024-10-24,Brand_Awareness,Single_Image,Mobile,HR,VP,10001+,Education,486103,14322,2.95,938,6.55,37367.47,2.61,202217.63,5.41,938,64.85,4.16
Cyber_Group,Cyber_Monday_2024,Sales_Ad,2024-10-24,Conversions,Carousel,Mobile,Sales,Director,10001+,Healthcare,224587,7439,3.31,453,6.09,14940.78,2.01,78266.9,5.24,453,77.79,3.18
Cyber_Group,Cyber_Monday_2024,HR_Ad,2024-10-24,Lead_Generation,Single_Image,Desktop,HR,VP,5001-10000,Technology,436729,10746,2.46,827,7.7,31444.93,2.93,150517.7,4.79,827,76.79,3.9
Summer_Group,Summer_Sale_2024,Operations_Ad,2024-10-24,Conversions,Carousel,Mobile,Operations,Manager,5001-10000,Technology,521896,14493,2.78,1187,8.19,35476.76,2.45,192384.84,5.42,1187,70.11,4.29
Summer_Group,Summer_Sale_2024,Operations_Ad,2024-10-24,Lead_Generation,Single_Image,Mobile,Operations,Manager,1001-5000,Consulting,308333,8005,2.6,527,6.58,17024.29,2.13,99526.54,5.85,527,72.86,4.3
Back_Group,Back_To_School_2024,Finance_Ad,2024-10-24,Conversions,Single_Image,Desktop,Finance,VP,5001-10000,Marketing,532158,13681,2.57,1142,8.35,30217.45,2.21,214624.54,7.1,1142,74.2,3.29
Back_Group,Back_To_School_2024,HR_Ad,2024-10-24,Conversions,Carousel,Desktop,HR,Director,10001+,Education,535947,19109,3.57,1226,6.42,41825.21,2.19,233555.14,5.58,1226,71.37,2.98
Spring_Group,Spring_Launch_2024,IT_Ad,2024-10-24,Brand_Awareness,Sponsored_Content,Desktop,IT,C-Level,10001+,Marketing,734208,18123,2.47,1112,6.14,36475.01,2.01,204916.02,5.62,1112,67.19,3.1
Spring_Group,Spring_Launch_2024,Sales_Ad,2024-10-24,Lead_Generation,Sponsored_Content,Desktop,Sales,Manager,10001+,Technology,526594,17366,3.3,1194,6.88,46033.08,2.65,201261.43,4.37,1194,77.46,3.36
Valentine_Group,Valentine_Day_2024,IT_Ad,2024-10-24,Conversions,Sponsored_Content,Desktop,IT,Manager,10001+,Healthcare,395652,9991,2.53,611,6.12,26407.46,2.64,105047.8,3.98,611,67.64,3.67
Valentine_Group,Valentine_Day_2024,Finance_Ad,2024-10-24,Lead_Generation,Carousel,Desktop,Finance,Director,1001-5000,Education,710328,15498,2.18,1067,6.88,32559.66,2.1,179946.43,5.53,1067,77.8,4.15
New_Group,New_Year_2024,HR_Ad,2024-10-24,Brand_Awareness,Video,Mobile,HR,Director,501-1000,Technology,302635,10542,3.48,678,6.43,23600.99,2.24,122577.47,5.19,678,64.89,4.0
New_Group,New_Year_2024,Finance_Ad,2024-10-24,Lead_Generation,Single_Image,Desktop,Finance,C-Level,1001-5000,Technology,252738,5836,2.31,309,5.29,15834.43,2.71,55820.78,3.53,309,71.87,3.05
Holiday_Group,Holiday_Campaign_2024,Operations_Ad,2024-10-25,Lead_Generation,Carousel,Desktop,Operations,Director,10001+,Marketing,423518,10818,2.55,671,6.2,24613.79,2.28,121337.2,4.93,671,69.47,3.06
Holiday_Group,Holiday_Campaign_2024,IT_Ad,2024-10-25,Brand_Awareness,Single_Image,Desktop,IT,C-Level,1001-5000,Education,292639,10212,3.49,952,9.32,29468.08,2.89,179721.99,6.1,952,65.82,3.86
Black_Group,Black_Friday_2024,Marketing_Ad,2024-10-25,Lead_Generation,Video,Mobile,Marketing,Director,1001-5000,Consulting,437140,8795,2.01,675,7.67,17428.19,1.98,110530.15,6.34,675,69.46,3.42
Black_Group,Black_Friday_2024,Sales_Ad,2024-10-25,Lead_Generation,Carousel,Desktop,Sales,C-Level,10001+,Education,384968,12369,3.21,769,6.22,25563.12,2.07,156070.65,6.11,769,72.68,3.56
Cyber_Group,Cyber_Monday_2024,Marketing_Ad,2024-10-25,Brand_Awareness,Sponsored_Content,Mobile,Marketing,VP,1001-5000,Healthcare,204090,6616,3.24,362,5.47,18318.72,2.77,78812.29,4.3,362,68.83,3.49
Cyber_Group,Cyber_Monday_2024,IT_Ad,2024-10-25,Lead_Generation,Sponsored_Content,Mobile,IT,C-Level,1001-5000,Marketing,327625,9905,3.02,739,7.46,24977.55,2.52,152260.83,6.1,739,77.08,4.06
Summer_Group,Summer_Sale_2024,Finance_Ad,2024-10-25,Lead_Generation,Single_Image,Desktop,Finance,Manager,1001-5000,Marketing,330069,6749,2.04,370,5.48,14871.47,2.2,77781.28,5.23,370,73.16,2.93
Summer_Group,Summer_Sale_2024,Operations_Ad,2024-10-25,Brand_Awareness,Sponsored_Content,Desktop,Operations,C-Level,1001-5000,Technology,259564,6557,2.53,494,7.53,16343.54,2.49,84351.46,5.16,494,69.56,3.49
Back_Group,Back_To_School_2024,Sales_Ad,2024-10-25,Brand_Awareness,Carousel,Desktop,Sales,Manager,10001+,Technology,470610,16257,3.45,1299,7.99,41665.44,2.56,258998.61,6.22,1299,65.1,3.31
Back_Group,Back_To_School_2024,Marketing_Ad,2024-10-25,Lead_Generation,Carousel,Desktop,Marketing,Director,5001-10000,Consulting,478679,12955,2.71,946,7.3,36081.8,2.79,196754.1,5.45,946,76.77,3.88
Spring_Group,Spring_Launch_2024,Operations_Ad,2024-10-25,Brand_Awareness,Sponsored_Content,Mobile,Operations,VP,501-1000,Consulting,422446,9706,2.3,725,7.47,26900.33,2.77,138407.01,5.15,725,77.66,3.41
Spring_Group,Spring_Launch_2024,Marketing_Ad,2024-10-25,Brand_Awareness,Video,Mobile,Marketing,Director,1001-5000,Consulting,346261,8271,2.39,599,7.24,18519.11,2.24,96983.44,5.24,599,77.93,2.97
Valentine_Group,Valentine_Day_2024,IT_Ad,2024-10-25,Brand_Awareness,Single_Image,Desktop,IT,C-Level,1001-5000,Marketing,368973,11400,3.09,826,7.25,33265.41,2.92,149490.78,4.49,826,66.21,4.18
Valentine_Group,Valentine_Day_2024,Operations_Ad,2024-10-25,Brand_Awareness,Single_Image,Desktop,Operations,Director,1001-5000,Technology,318422,6615,2.08,466,7.04,13378.88,2.02,99993.17,7.47,466,71.79,3.39
New_Group,New_Year_2024,Marketing_Ad,2024-10-25,Conversions,Video,Desktop,Marketing,VP,501-1000,Technology,341684,9650,2.82,525,5.44,23089.39,2.39,84975.96,3.68,525,72.35,4.12
New_Group,New_Year_2024,Sales_Ad,2024-10-25,Brand_Awareness,Video,Desktop,Sales,Director,1001-5000,Marketing,336809,8448,2.51,695,8.23,17826.59,2.11,140058.41,7.86,695,75.93,4.3
Holiday_Group,Holiday_Campaign_2024,Operations_Ad,2024-10-26,Lead_Generation,Single_Image,Desktop,Operations,C-Level,1001-5000,Healthcare,298598,7179,2.4,528,7.35,16489.43,2.3,86874.03,5.27,528,67.82,4.02
Holiday_Group,Holiday_Campaign_2024,IT_Ad,2024-10-26,Brand_Awareness,Carousel,Mobile,IT,VP,5001-10000,Consulting,395058,13171,3.33,837,6.35,28198.43,2.14,169434.17,6.01,837,74.76,3.18
Black_Group,Black_Friday_2024,Finance_Ad,2024-10-26,Brand_Awareness,Single_Image,Desktop,Finance,Manager,10001+,Education,310728,7352,2.37,577,7.85,18108.18,2.46,102068.0,5.64,577,70.46,3.65
Black_Group,Black_Friday_2024,Finance_Ad,2024-10-26,Lead_Generation,Video,Mobile,Finance,Manager,501-1000,Education,515744,14561,2.82,759,5.21,30594.39,2.1,125311.29,4.1,759,77.71,2.99
Cyber_Group,Cyber_Monday_2024,Operations_Ad,2024-10-26,Conversions,Sponsored_Content,Desktop,Operations,Manager,1001-5000,Technology,373848,12299,3.29,762,6.2,34358.56,2.79,150860.54,4.39,762,74.18,4.2
Cyber_Group,Cyber_Monday_2024,Operations_Ad,2024-10-26,Conversions,Carousel,Mobile,Operations,C-Level,10001+,Marketing,447849,12051,2.69,1024,8.5,30013.21,2.49,200323.25,6.67,1024,68.96,4.25
Summer_Group,Summer_Sale_2024,Marketing_Ad,2024-10-26,Conversions,Sponsored_Content,Mobile,Marketing,VP,1001-5000,Education,286044,10090,3.53,614,6.09,23194.76,2.3,116419.4,5.02,614,75.04,3.27
Summer_Group,Summer_Sale_2024,Sales_Ad,2024-10-26,Conversions,Sponsored_Content,Mobile,Sales,Director,501-1000,Education,460029,10186,2.21,837,8.22,26968.07,2.65,158819.53,5.89,837,74.37,3.81
Back_Group,Back_To_School_2024,Marketing_Ad,2024-10-26,Lead_Generation,Single_Image,Desktop,Marketing,VP,1001-5000,Technology,677991,19969,2.95,1635,8.19,46122.94,2.31,269342.2,5.84,1635,70.66,4.27
Back_Group,Back_To_School_2024,HR_Ad,2024-10-26,Brand_Awareness,Sponsored_Content,Mobile,HR,Director,1001-5000,Consulting,342062,12443,3.64,838,6.73,29178.75,2.34,138181.75,4.74,838,69.02,3.08
Spring_Group,Spring_Launch_2024,Marketing_Ad,2024-10-26,Conversions,Sponsored_Content,Desktop,Marketing,Manager,10001+,Marketing,349364,6858,1.96,623,9.08,16387.0,2.39,127686.77,7.79,623,67.32,3.27
Spring_Group,Spring_Launch_2024,Sales_Ad,2024-10-26,Conversions,Video,Mobile,Sales,Director,5001-10000,Marketing,360957,7636,2.12,605,7.92,22389.58,2.93,123172.9,5.5,605,73.77,3.55
Valentine_Group,Valentine_Day_2024,Finance_Ad,2024-10-26,Lead_Generation,Single_Image,Desktop,Finance,Manager,10001+,Technology,471405,11122,2.36,717,6.45,26029.8,2.34,154728.29,5.94,717,64.45,2.99
Valentine_Group,Valentine_Day_2024,IT_Ad,2024-10-26,Brand_Awareness,Sponsored_Content,Desktop,IT,Manager,5001-10000,Technology,434192,13525,3.11,1160,8.58,34937.53,2.58,247962.27,7.1,1160,76.63,4.16
New_Group,New_Year_2024,IT_Ad,2024-10-26,Brand_Awareness,Video,Desktop,IT,Manager,501-1000,Healthcare,301970,6529,2.16,467,7.15,16861.85,2.58,96197.28,5.71,467,77.46,3.4
New_Group,New_Year_2024,Finance_Ad,2024-10-26,Conversions,Video,Mobile,Finance,C-Level,1001-5000,Education,333082,7715,2.32,629,8.15,18307.9,2.37,104706.16,5.72,629,76.14,4.2
Holiday_Group,Holiday_Campaign_2024,IT_Ad,2024-10-27,Conversions,Carousel,Desktop,IT,C-Level,5001-10000,Healthcare,536809,10528,1.96,938,8.91,28924.5,2.75,204088.62,7.06,938,64.38,3.69
Holiday_Group,Holiday_Campaign_2024,Marketing_Ad,2024-10-27,Lead_Generation,Video,Mobile,Marketing,VP,1001-5000,Marketing,415187,13236,3.19,1066,8.05,37024.47,2.8,173627.63,4.69,1066,76.37,3.77
Black_Group,Black_Friday_2024,Finance_Ad,2024-10-27,Lead_Generation,Video,Mobile,Finance,C-Level,5001-10000,Marketing,285312,8850,3.1,720,8.14,21807.37,2.46,135684.62,6.22,720,65.36,4.19
Black_Group,Black_Friday_2024,Operations_Ad,2024-10-27,Brand_Awareness,Single_Image,Mobile,Operations,VP,10001+,Consulting,536611,16953,3.16,1229,7.25,45980.32,2.71,248491.48,5.4,1229,66.91,3.56
Cyber_Group,Cyber_Monday_2024,HR_Ad,2024-10-27,Brand_Awareness,Video,Mobile,HR,VP,5001-10000,Education,275380,9121,3.31,798,8.75,26530.22,2.91,130766.11,4.93,798,66.41,3.86
Cyber_Group,Cyber_Monday_2024,Marketing_Ad,2024-10-27,Lead_Generation,Carousel,Desktop,Marketing,Manager,5001-10000,Healthcare,305377,11091,3.63,887,8.0,26859.6,2.42,145667.56,5.42,887,70.01,3.23
Summer_Group,Summer_Sale_2024,Finance_Ad,2024-10-27,Brand_Awareness,Video,Desktop,Finance,C-Level,10001+,Marketing,375788,11611,3.09,738,6.36,33872.46,2.92,158248.29,4.67,738,63.94,3.83
Summer_Group,Summer_Sale_2024,HR_Ad,2024-10-27,Brand_Awareness,Video,Desktop,HR,Director,1001-5000,Healthcare,573035,14784,2.58,1128,7.63,35025.94,2.37,218051.65,6.23,1128,71.12,4.3
Back_Group,Back_To_School_2024,IT_Ad,2024-10-27,Lead_Generation,Video,Desktop,IT,Director,501-1000,Marketing,362951,8202,2.26,587,7.16,23449.86,2.86,95270.47,4.06,587,75.06,3.39
Back_Group,Back_To_School_2024,Sales_Ad,2024-10-27,Lead_Generation,Carousel,Desktop,Sales,Director,5001-10000,Marketing,286874,8243,2.87,683,8.29,18340.26,2.22,121132.44,6.6,683,64.25,3.02
Spring_Group,Spring_Launch_2024,Operations_Ad,2024-10-27,Brand_Awareness,Single_Image,Mobile,Operations,C-Level,1001-5000,Consulting,548131,12714,2.32,722,5.68,27882.18,2.19,127154.53,4.56,722,74.69,3.62
Spring_Group,Spring_Launch_2024,Marketing_Ad,2024-10-27,Conversions,Single_Image,Mobile,Marketing,VP,5001-10000,Technology,329962,7839,2.38,732,9.34,18270.08,2.33,125474.92,6.87,732,75.3,4.13
Valentine_Group,Valentine_Day_2024,HR_Ad,2024-10-27,Lead_Generation,Carousel,Desktop,HR,Manager,1001-5000,Technology,510377,15189,2.98,780,5.14,31260.54,2.06,145661.59,4.66,780,68.88,4.12
Valentine_Group,Valentine_Day_2024,HR_Ad,2024-10-27,Brand_Awareness,Carousel,Mobile,HR,Manager,10001+,Education,452736,15287,3.38,920,6.02,38508.99,2.52,159045.94,4.13,920,69.51,2.92
New_Group,New_Year_2024,Finance_Ad,2024-10-27,Lead_Generation,Carousel,Desktop,Finance,C-Level,1001-5000,Healthcare,340240,8226,2.42,583,7.09,16491.12,2.0,115455.76,7.0,583,65.33,3.76
New_Group,New_Year_2024,Sales_Ad,2024-10-27,Conversions,Single_Image,Desktop,Sales,VP,10001+,Healthcare,459957,11924,2.59,1003,8.41,34843.02,2.92,162534.29,4.66,1003,77.32,3.61
Holiday_Group,Holiday_Campaign_2024,Operations_Ad,2024-10-28,Brand_Awareness,Video,Mobile,Operations,VP,501-1000,Technology,379894,11334,2.98,788,6.95,26559.31,2.34,150561.94,5.67,788,77.61,3.19
Holiday_Group,Holiday_Campaign_2024,HR_Ad,2024-10-28,Brand_Awareness,Video,Mobile,HR,Manager,501-1000,Consulting,442597,15930,3.6,972,6.1,37855.33,2.38,182566.33,4.82,972,65.34,4.06
Black_Group,Black_Friday_2024,Marketing_Ad,2024-10-28,Conversions,Video,Desktop,Marketing,C-Level,1001-5000,Technology,234453,5793,2.47,432,7.46,15177.27,2.62,84192.14,5.55,432,70.78,3.53
Black_Group,Black_Friday_2024,Marketing_Ad,2024-10-28,Brand_Awareness,Single_Image,Mobile,Marketing,Director,10001+,Technology,222043,5406,2.43,366,6.77,15861.24,2.93,69685.45,4.39,366,69.54,3.93
Cyber_Group,Cyber_Monday_2024,Sales_Ad,2024-10-28,Conversions,Single_Image,Desktop,Sales,Manager,501-1000,Education,312466,6397,2.05,470,7.35,18644.43,2.91,90656.44,4.86,470,70.53,2.95
Cyber_Group,Cyber_Monday_2024,Marketing_Ad,2024-10-28,Conversions,Sponsored_Content,Mobile,Marketing,C-Level,501-1000,Education,257097,7483,2.91,546,7.3,15712.43,2.1,95449.19,6.07,546,72.99,3.84
Summer_Group,Summer_Sale_2024,Sales_Ad,2024-10-28,Conversions,Video,Desktop,Sales,Manager,501-1000,Consulting,470566,9967,2.12,776,7.79,27329.09,2.74,152048.83,5.56,776,72.39,3.92
Summer_Group,Summer_Sale_2024,Finance_Ad,2024-10-28,Conversions,Single_Image,Desktop,Finance,VP,1001-5000,Education,296578,7839,2.64,419,5.35,17066.17,2.18,89323.07,5.23,419,64.56,2.95
Back_Group,Back_To_School_2024,Marketing_Ad,2024-10-28,Brand_Awareness,Single_Image,Desktop,Marketing,VP,10001+,Education,253500,6326,2.5,528,8.35,12645.16,2.0,88803.8,7.02,528,65.16,3.01
Back_Group,Back_To_School_2024,Sales_Ad,2024-10-28,Brand_Awareness,Video,Desktop,Sales,C-Level,1001-5000,Consulting,309770,6952,2.24,410,5.9,17566.78,2.53,85764.93,4.88,410,66.56,3.5
Spring_Group,Spring_Launch_2024,Finance_Ad,2024-10-28,Conversions,Video,Desktop,Finance,VP,1001-5000,Marketing,474136,16304,3.44,1258,7.72,35392.88,2.17,205402.97,5.8,1258,74.91,3.64
Spring_Group,Spring_Launch_2024,HR_Ad,2024-10-28,Brand_Awareness,Carousel,Desktop,HR,VP,5001-10000,Consulting,639361,20859,3.26,1425,6.83,49076.66,2.35,230664.71,4.7,1425,75.8,4.04
Valentine_Group,Valentine_Day_2024,Finance_Ad,2024-10-28,Brand_Awareness,Single_Image,Mobile,Finance,Director,501-1000,Education,321308,8324,2.59,638,7.66,22881.31,2.75,109940.42,4.8,638,67.34,3.75
Valentine_Group,Valentine_Day_2024,Finance_Ad,2024-10-28,Brand_Awareness,Sponsored_Content,Mobile,Finance,VP,10001+,Healthcare,443759,9542,2.15,688,7.21,26554.47,2.78,118949.63,4.48,688,71.93,4.14
New_Group,New_Year_2024,Finance_Ad,2024-10-28,Brand_Awareness,Carousel,Mobile,Finance,Director,10001+,Education,435011,10141,2.33,511,5.04,25473.88,2.51,87762.82,3.45,511,67.26,4.15
New_Group,New_Year_2024,Finance_Ad,2024-10-28,Lead_Generation,Video,Mobile,Finance,Manager,10001+,Consulting,454186,13725,3.02,921,6.71,26942.31,1.96,172216.95,6.39,921,75.81,3.16
Holiday_Group,Holiday_Campaign_2024,Operations_Ad,2024-10-29,Lead_Generation,Video,Mobile,Operations,Manager,10001+,Marketing,221366,7406,3.35,594,8.02,16054.81,2.17,99030.31,6.17,594,73.45,3.49
Holiday_Group,Holiday_Campaign_2024,HR_Ad,2024-10-29,Conversions,Carousel,Desktop,HR,C-Level,1001-5000,Education,683201,15691,2.3,1152,7.34,31786.65,2.03,246301.87,7.75,1152,66.79,4.08
Black_Group,Black_Friday_2024,IT_Ad,2024-10-29,Brand_Awareness,Video,Mobile,IT,C-Level,5001-10000,Education,250625,5329,2.13,388,7.28,13525.12,2.54,81203.87,6.0,388,65.36,3.81
Black_Group,Black_Friday_2024,Operations_Ad,2024-10-29,Lead_Generation,Video,Mobile,Operations,Director,5001-10000,Education,494773,17967,3.63,940,5.23,40991.62,2.28,173843.45,4.24,940,70.49,3.41
Cyber_Group,Cyber_Monday_2024,HR_Ad,2024-10-29,Lead_Generation,Single_Image,Mobile,HR,C-Level,1001-5000,Marketing,392346,9442,2.41,660,6.99,20200.96,2.14,133938.29,6.63,660,76.56,3.84
Cyber_Group,Cyber_Monday_2024,Operations_Ad,2024-10-29,Lead_Generation,Sponsored_Content,Desktop,Operations,Director,501-1000,Consulting,378343,12161,3.21,1007,8.28,26086.3,2.15,190233.46,7.29,1007,67.75,3.88
Summer_Group,Summer_Sale_2024,Sales_Ad,2024-10-29,Conversions,Sponsored_Content,Mobile,Sales,C-Level,501-1000,Healthcare,246386,7395,3.0,498,6.73,19303.86,2.61,108414.98,5.62,498,70.39,4.3
Summer_Group,Summer_Sale_2024,Sales_Ad,2024-10-29,Brand_Awareness,Video,Mobile,Sales,VP,501-1000,Consulting,313003,7012,2.24,519,7.4,18078.57,2.58,99802.76,5.52,519,78.03,2.88
Back_Group,Back_To_School_2024,IT_Ad,2024-10-29,Conversions,Single_Image,Mobile,IT,C-Level,501-1000,Marketing,425654,10537,2.48,958,9.09,25071.51,2.38,198867.55,7.93,958,66.76,3.89
Back_Group,Back_To_School_2024,HR_Ad,2024-10-29,Conversions,Carousel,Mobile,HR,VP,1001-5000,Healthcare,225407,5963,2.65,454,7.61,13685.81,2.3,85458.85,6.24,454,71.71,3.99
Spring_Group,Spring_Launch_2024,Marketing_Ad,2024-10-29,Conversions,Sponsored_Content,Mobile,Marketing,Director,1001-5000,Technology,346575,9185,2.65,796,8.67,21841.87,2.38,134444.94,6.16,796,75.27,3.44
Spring_Group,Spring_Launch_2024,Sales_Ad,2024-10-29,Lead_Generation,Sponsored_Content,Mobile,Sales,C-Level,5001-10000,Marketing,279665,6874,2.46,567,8.25,14299.75,2.08,120619.4,8.44,567,71.03,3.16
Valentine_Group,Valentine_Day_2024,Marketing_Ad,2024-10-29,Conversions,Single_Image,Mobile,Marketing,C-Level,5001-10000,Healthcare,220075,4625,2.1,337,7.29,12829.5,2.77,73225.1,5.71,337,74.87,3.93
Valentine_Group,Valentine_Day_2024,Finance_Ad,2024-10-29,Brand_Awareness,Video,Mobile,Finance,Director,1001-5000,Marketing,515239,13117,2.55,1221,9.31,29256.55,2.23,213251.18,7.29,1221,65.98,3.56
New_Group,New_Year_2024,HR_Ad,2024-10-29,Lead_Generation,Video,Mobile,HR,Manager,5001-10000,Education,476278,10754,2.26,677,6.3,24763.5,2.3,137948.26,5.57,677,70.83,4.0
New_Group,New_Year_2024,IT_Ad,2024-10-29,Conversions,Sponsored_Content,Desktop,IT,Manager,501-1000,Marketing,431221,10741,2.49,754,7.02,24192.24,2.25,139091.24,5.75,754,67.61,4.06
Holiday_Group,Holiday_Campaign_2024,Finance_Ad,2024-10-30,Lead_Generation,Single_Image,Mobile,Finance,C-Level,10001+,Marketing,674608,22006,3.26,1668,7.58,58238.88,2.65,301301.43,5.17,1668,76.94,3.81
Holiday_Group,Holiday_Campaign_2024,Marketing_Ad,2024-10-30,Lead_Generation,Sponsored_Content,Mobile,Marketing,C-Level,1001-5000,Healthcare,414266,11271,2.72,605,5.37,26642.99,2.36,109342.23,4.1,605,69.38,3.59
Black_Group,Black_Friday_2024,Marketing_Ad,2024-10-30,Brand_Awareness,Carousel,Desktop,Marketing,C-Level,10001+,Marketing,240997,8439,3.5,733,8.69,20736.01,2.46,123744.9,5.97,733,72.02,3.65
Black_Group,Black_Friday_2024,IT_Ad,2024-10-30,Brand_Awareness,Sponsored_Content,Mobile,IT,Manager,1001-5000,Consulting,463242,10987,2.37,801,7.29,26921.84,2.45,170455.91,6.33,801,66.24,3.32
Cyber_Group,Cyber_Monday_2024,Sales_Ad,2024-10-30,Conversions,Video,Desktop,Sales,Manager,10001+,Healthcare,363512,11904,3.27,1062,8.92,25850.6,2.17,227842.76,8.81,1062,65.49,3.19
Cyber_Group,Cyber_Monday_2024,Marketing_Ad,2024-10-30,Lead_Generation,Carousel,Desktop,Marketing,Manager,1001-5000,Education,322188,11008,3.42,718,6.52,22890.92,2.08,144658.17,6.32,718,74.17,3.39
Summer_Group,Summer_Sale_2024,HR_Ad,2024-10-30,Conversions,Sponsored_Content,Mobile,HR,Director,1001-5000,Education,331366,8456,2.55,650,7.69,21657.87,2.56,134631.03,6.22,650,68.97,3.47
Summer_Group,Summer_Sale_2024,Finance_Ad,2024-10-30,Conversions,Sponsored_Content,Desktop,Finance,VP,5001-10000,Marketing,284572,5858,2.06,489,8.35,15687.69,2.68,101846.7,6.49,489,74.04,3.73
Back_Group,Back_To_School_2024,HR_Ad,2024-10-30,Lead_Generation,Video,Desktop,HR,VP,10001+,Consulting,480571,14616,3.04,1019,6.97,28762.85,1.97,166875.15,5.8,1019,70.83,3.09
Back_Group,Back_To_School_2024,IT_Ad,2024-10-30,Lead_Generation,Video,Desktop,IT,VP,501-1000,Education,343113,10935,3.19,733,6.7,28982.67,2.65,121114.98,4.18,733,77.74,3.1
Spring_Group,Spring_Launch_2024,Sales_Ad,2024-10-30,Conversions,Video,Mobile,Sales,C-Level,5001-10000,Marketing,223306,5397,2.42,391,7.24,11278.16,2.09,67512.54,5.99,391,69.02,3.75
